what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1529589549533
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529589552096
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529589644688
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1529589644772
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529589646460
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529590696350
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1529590701452
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529590719875
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529590832877
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1529590834529
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1529590834577
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1529590834578
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1529590834603
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1529590834604
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1529590834631
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1529590834633
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1529590881280
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529590881368
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1529590884871
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1529590884872
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529590884920
