what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1529684804910
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1529684804919
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1529684804920
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1529684804938
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1529684804940
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1529684804942
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1529684804943
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1529684804967
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1529684804968
os,sysinfo,,,"linux",1529684804975
arch,sysinfo,,,"x86_64",1529684804975
ws,sysinfo,,,"gtk",1529684804975
locale,sysinfo,,,"zh_CN",1529684804975
processors,sysinfo,,,"8",1529684804976
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1529684804976
java.runtime.version,sysinfo,,,"1.7.0_80-b15",1529684804976
java.specification.name,sysinfo,,,"Java Platform API Specification",1529684804976
java.specification.vendor,sysinfo,,,"Oracle Corporation",1529684804976
java.specification.version,sysinfo,,,"1.7",1529684804976
java.vendor,sysinfo,,,"Oracle Corporation",1529684804976
java.version,sysinfo,,,"1.7.0_80",1529684804976
java.vm.info,sysinfo,,,"mixed mode",1529684804976
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1529684804976
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1529684804976
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1529684804976
java.vm.specification.version,sysinfo,,,"1.7",1529684804976
java.vm.vendor,sysinfo,,,"Oracle Corporation",1529684804976
java.vm.version,sysinfo,,,"24.80-b11",1529684804976
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529684806865
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1529684808856
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1529684809896
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1529684815188
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1529684815197
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1529684815284
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1529684815300
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1529684815378
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1529684815396
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1529684815576
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529684818990
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529684822690
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1529684832809
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1529684833008
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1529684833036
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1529684834789
