what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1533635153592
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1533635153592
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1533635153593
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1533635153593
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1533635153593
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1533635153594
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1533635153594
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1533635153594
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1533635153595
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1533635153595
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1533635153596
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1533635153596
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1533635153597
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1533635153597
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1533635153597
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1533635153598
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1533635153598
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1533635153598
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1533635153598
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1533635153599
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1533635153599
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1533635153600
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1533635153600
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1533635153601
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1533635153601
os,sysinfo,,,"linux",1533635153603
arch,sysinfo,,,"x86_64",1533635153603
ws,sysinfo,,,"gtk",1533635153603
locale,sysinfo,,,"zh_CN",1533635153603
processors,sysinfo,,,"8",1533635153603
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1533635153603
java.runtime.version,sysinfo,,,"1.7.0_80-b15",1533635153603
java.specification.name,sysinfo,,,"Java Platform API Specification",1533635153603
java.specification.vendor,sysinfo,,,"Oracle Corporation",1533635153603
java.specification.version,sysinfo,,,"1.7",1533635153603
java.vendor,sysinfo,,,"Oracle Corporation",1533635153603
java.version,sysinfo,,,"1.7.0_80",1533635153603
java.vm.info,sysinfo,,,"mixed mode",1533635153603
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1533635153603
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1533635153603
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1533635153603
java.vm.specification.version,sysinfo,,,"1.7",1533635153603
java.vm.vendor,sysinfo,,,"Oracle Corporation",1533635153603
java.vm.version,sysinfo,,,"24.80-b11",1533635153603
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1533635155253
started,bundle,org.eclipse.jdt.launching,3.6.1.v20111006_r372,"org.eclipse.jdt.launching",1533635155254
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1533635155467
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1533635196552
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1533635197438
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1533635206165
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1533635208274
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1533635210662
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.openProject",1533635210737
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1533635210895
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1533635210900
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1533635224394
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1533635226881
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.openProject",1533635226965
opened,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1533635229648
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1533635229658
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1533635231101
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1533635233716
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.perspectives.showPerspective",1533635236200
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.perspectives.showPerspective",1533635236200
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1533635236243
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1533635242073
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.perspectives.showPerspective",1533635244605
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.perspectives.showPerspective",1533635244605
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1533635244633
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1533635250031
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.savePerspective",1533635251593
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1533635251621
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1533635253433
activated,perspective,,,"Ethan",1533635254931
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.window.resetPerspective",1533635255016
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1533635255056
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1533635261047
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1533635285058
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.301.v201108240656,"org.eclipse.jst.ws.jaxrs.core",1533635285066
started,bundle,org.eclipse.jpt.common.core,1.0.2.v201111103010,"org.eclipse.jpt.common.core",1533635285074
started,bundle,org.eclipse.jpt.jpa.core,3.0.2.v201201243020,"org.eclipse.jpt.jpa.core",1533635285075
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1533635287941
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1533635287950
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1533635287989
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1533635287989
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1533635288011
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1533635288026
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1533635288081
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1533635288087
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1533635288143
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1533635288146
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1533635291909
started,bundle,org.eclipse.emf.common,2.7.0.v20120127-1122,"org.eclipse.emf.common",1533635294858
started,bundle,org.eclipse.wst.common.frameworks,1.2.102.v201201190400,"org.eclipse.wst.common.frameworks",1533635294896
