what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1529594910345
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1529594912352
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529594917126
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529594947534
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529594954430
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529594955808
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1529594960584
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529594975707
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529594975880
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529595016033
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529595016342
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1529595021103
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1529595024520
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1529595025366
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1529595048799
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1529595055883
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529595056835
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529595097325
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1529595098873
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529595102179
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529595124645
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529595148417
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529595176558
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1529595194502
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1529595196694
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1529595198771
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529595198951
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529595201741
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1529595206826
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529595209344
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529595256478
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1529595284519
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529595284600
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529595286122
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1529595287909
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1529595289714
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529595290864
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529595309441
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1529595313387
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529595314981
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529595407951
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529595410369
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529595419152
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529595420560
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529595437904
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529595439267
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529595653653
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529595658552
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529595671133
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1529595671182
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1529595671246
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1529595688371
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1529595689789
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.show.outline",1529595691158
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529595691197
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529595696404
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1529595700180
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1529595701064
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529595722221
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529595724551
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1529595745388
